Ward,Address,Height,Diameter,Age Class,Species
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,26,Early Mature,"FraxinusoxycarpaRaywood
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",2,10,Young,"PrunusxsubhirtellaAutumnalis
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,22,Early Mature,"FraxinusoxycarpaRaywood
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,27,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3,38,,"OtherBroadleaf
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,39,,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,42,Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",2,10,Young,"AmelanchierarboreaRobinHill
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",8.5,31,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,20,Early Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",9.5,48,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,27,Semi-Mature,"Betulapendula
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.8,47,Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,50,Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,24,Semi-Mature,"Corylusavellana
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,35,Semi-Mature,"Sorbusintermedia
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",9,26,Early Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,37,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,42,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",0,0,Semi-Mature,"SorbusxthuringiacaFastigiata
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3,11,Early,"Malussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,46,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,47,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,25,Early Mature,"Acersp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,37,Early Mature,"Ilexaquifolium
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,35,Early Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,20,Early Mature,"Acercampestre
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,25,Early Mature,"Acercampestre
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,44,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,35,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,37,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,38,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,22,Early Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,37,Semi-Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",12.5,50,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7.5,42,,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,16,Early Mature,"Betulapendula
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,30,Early Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3,6,Early,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",12.5,95,,"Crataegusmonogyna
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",12.5,41,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,68,Mature,"Thuyaplicata
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6.5,47,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,37,Mature,"CupressocyparisLeylandii
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5.5,32,Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,20,Early Mature,"FraxinusoxycarpaRaywood
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6.5,39,Semi-Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",0,0,,"BetulaalbosinensisFascination
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3.5,16,Early Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,23,Semi-Mature,"Malussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3,23,Semi-Mature,"CupressocyparisLeylandii
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",9,29,Semi-Mature,"FraxinusoxycarpaRaywood
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",8.5,42,Mature,"Acernegundo
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,23,Early Mature,"AcerplatanoidesCrimsonKing
"
"Edgware(A)
","Wolmer Close, Edgware                             ",6,20,Early Mature,"Fraxinusexcelsior
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,41,Semi-Mature,"Thuyaplicata
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3,7,Young,"Acercampestre
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",4,32,Semi-Mature,"Malussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",3.5,12,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",6,45,Semi-Mature,"Taxusbaccata
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,29,Semi-Mature,"Acerplatanoides
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,47,Semi-Mature,"Corylusavellana
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",5,54,Semi-Mature,"Acerpsuedoplatanus
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",8,40,Mature,"PrunuscerasiferaNigra
"
"Edgware(A)
","Wolmer Gardens, Edgware                           ",7,50,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Wolmer Close, Edgware                             ",4,15,Early Mature,"Acercampestre
"
"Edgware(A)
",Footpath From Pipers Green Lane To Spur Road Round,13,57,Semi-Mature,"Quercussp.
"
"Edgware(A)
","Park Grove, Edgware                               ",0,0,,"VoidTreepit
"
"Edgware(A)
","Hale Lane, Edgware                                ",7.5,20,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,28,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",9.5,38,Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,8,Young,"Quercusfrainetto
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,4,Young,"Prunusamanogawa
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,18,Early Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",0,8,,"VacantTreepit
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,12,Early Mature,"Crataegusmonogyna
"
"Edgware(A)
","Hale Lane, Edgware                                ",5,18,Early Mature,"BetulautilisJacquemontii
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,5,Young,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",0,8,,"VacantTreepit
"
"Edgware(A)
","Hale Lane, Edgware                                ",7.5,29,Semi-Mature,"Prunuskanzan
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,30,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,18,Early Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,4,Young,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,15,Early Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,15,Early Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,18,Early Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,7,Young,"Acercampestre
"
"Edgware(A)
","Hale Lane, Edgware                                ",4.5,24,Semi-Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,13,Early Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,20,Semi-Mature,"Crataegusmonogyna
"
"Edgware(A)
","Hale Lane, Edgware                                ",7.5,45,Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",3,10,Early,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",7.5,38,Mature,"Prunussp.
"
"Edgware(A)
","Hale Lane, Edgware                                ",0,8,,"VacantTreepit
"
"Edgware(A)
","Lynford Gardens, Edgware                          ",3,22,Early Mature,"Prunussp.
"
"Edgware(A)
","Lynford Gardens, Edgware                          ",8.5,60,Mature,"Prunussp.
"
"Edgware(A)
","M1, London                                        ",7.5,25,Semi-Mature,"AcerplatanoidesCrimsonKing
"
"Edgware(A)
","M1, London                                        ",7.5,25,Early Mature,"AcerplatanoidesCrimsonKing
"
"FinchleyChurchEnd(B)
","Riverside Gardens, Finchley, London               ",12,80,,"Fraxinusexcelsior
"
"FinchleyChurchEnd(B)
","Holders Hill Gardens, Hendon, London              ",12,45,Mature,"Fraxinusexcelsior
"
"FinchleyChurchEnd(B)
","Footpath From Holders Hill Road To Hendon Avenue, ",0,35,,"Acerpsuedoplatanus
"
"FinchleyChurchEnd(B)
","Footpath From Holders Hill Road To Hendon Avenue, ",0,35,,"Acerpsuedoplatanus
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",10,70,Semi-Mature,"Salixchrysocoma
"
"FinchleyChurchEnd(B)
","Crooked Usage, Finchley, London                   ",25,0,Semi-Mature,"Mixedgroup
"
"FinchleyChurchEnd(B)
","East End Road, Finchley, London                   ",6,40,Early Mature,"Aesculushippocastanum
"
"FinchleyChurchEnd(B)
","East End Road, Finchley, London                   ",6,33,Early Mature,"Aesculushippocastanum
"
"FinchleyChurchEnd(B)
","Manor Hall Drive, Hendon, London                  ",0,0,,"VacantTreepit
"
"FinchleyChurchEnd(B)
",Footpath From Lyndhurst Gardens To Thornfield Aven,8,0,Early Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","East End Road, Finchley, London                   ",10.5,57,Mature,"Tiliasp.
"
"FinchleyChurchEnd(B)
","East End Road, Finchley, London                   ",10.5,85,Mature,"Taxusbaccata
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,24,Semi-Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",8,41,Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",9,39,Mature,"PrunuscerasiferaNigra
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",2,5,Young,"PrunusserrulaTibetica
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",0,8,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,28,Semi-Mature,"BetulautilisJacquemontii
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,18,Early Mature,"FraxinusoxycarpaRaywood
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,26,Semi-Mature,"PyruscalleryanaChanticleer
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",4,15,Early Mature,"Ginkgobiloba
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,19,Semi-Mature,"PrunusxhillieriSpire
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,17,Semi-Mature,"Malussp.
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",4,15,Early Mature,"Crataegusxprunifolia
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,22,Semi-Mature,"PrunuscerasiferaNigra
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",4.5,24,Semi-Mature,"CarpinusbetulusFastigiata
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",4.5,31,Mature,"PyruscalleryanaChanticleer
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",5.5,20,Early Mature,"PrunuscerasiferaNigra
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",1,13,Early Mature,"Prunuskanzan
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,8,Young,"Betulapendula
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,9,Young,"Betulaermanii
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,11,Early,"PrunusxhillieriSpire
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,11,Early,"Prunussp.
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",5,16,Early Mature,"Crataegusoxycantha
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,10,Early,"AmelanchierarboreaRobinHill
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,22,Semi-Mature,"Carpinusbetulus
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",1,5,Young,"Betulanigra
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,12,Early Mature,"PrunusserrulaTibetica
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,5,Young,"BetulautilisJacquemontii
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,21,Early Mature,"Ostryacarpinifolia
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,1,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,26,Semi-Mature,"Prunussp.
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,11,Early Mature,"Aesculushippocastanum
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,34,Semi-Mature,"CarpinusbetulusFastigiata
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,18,Early Mature,"PrunuscerasiferaNigra
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",12.5,35,Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",4,12,Early,"Betulapapyrifera
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",10,39,Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",17.5,79,Mature,"Robiniapseudoacacia
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,11,Young,"Carpinusbetulus
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,8,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3.5,18,Semi-Mature,"Prunusdulcis
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,8,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,12,Early,"Betulaermanii
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,30,Semi-Mature,"FraxinusoxycarpaRaywood
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",6.5,39,Semi-Mature,"Aesculushippocastanum
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",5.5,26,Mature,"BetulautilisJacquemontii
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",2.5,8,Young,"LiquidambarstyracifluaWorplesdon
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,8,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,34,Semi-Mature,"FraxinusoxycarpaRaywood
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",3,8,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Allandale Avenue, Finchley, London                ",7.5,44,Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,33,Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,32,Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",5,18,Semi-Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,24,Semi-Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,23,Semi-Mature,"Prunuskanzan
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,21,Semi-Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,28,Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",7.5,32,Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",3.5,29,Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",4.5,19,Semi-Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",4.5,23,Semi-Mature,"Betulapendula
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",5.5,30,Mature,"Prunussargentii
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",3,8,,"VacantTreepit
"
"FinchleyChurchEnd(B)
","Amberden Avenue, Finchley, London                 ",3.5,26,Semi-Mature,"Malussp.
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",6.5,28,Early Mature,"Acerplatanoides
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",3,8,,"VoidTreepit
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",3,8,,"VoidTreepit
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",8,28,Semi-Mature,"Prunuskanzan
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,57,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,52,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,51,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,59,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,59,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,60,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",3,8,,"VoidTreepit
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,65,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,52,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,53,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,48,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,49,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,44,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,55,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",10,52,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",8,21,Semi-Mature,"Acerginnala
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",3,13,Early Mature,"Acerplatanoides
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",12.5,56,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,64,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,56,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,75,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,52,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,58,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,55,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",12.5,54,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,56,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,54,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,71,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",8.5,61,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,67,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,65,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,64,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",4.5,28,Mature,"Prunuskanzan
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",8.5,55,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,57,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",7.5,49,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",9.5,58,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",3,8,,"VoidTreepit
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",7,20,Semi-Mature,"BetulautilisJacquemontii
"
"FinchleyChurchEnd(B)
","Arden Road, Finchley, London                      ",3,15,Early,"Crataegusmonogyna
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",7.5,50,Mature,"Fraxinusexcelsior
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",17.5,89,Mature,"Quercusrobur
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",12.5,46,Mature,"Quercusrobur
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",12.5,51,Mature,"Quercusrobur
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",12.5,72,Mature,"Quercusrobur
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",17.5,79,Mature,"Acerpsuedoplatanus
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",12.5,75,Mature,"Acercampestre
"
"FinchleyChurchEnd(B)
","Ashley Lane, Finchley, London                     ",12.5,85,Mature,"Quercusrobur
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",9.5,60,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,69,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",4.5,17,Early Mature,"CrataeguslaevigataPaulScarlet
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,57,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,72,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",7.5,55,Mature,"Tiliasp.
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",14,79,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,52,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,57,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,52,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,49,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,64,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",12.5,55,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",3,17,Early Mature,"Betulaermanii
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",3,10,Young,"Betulaermanii
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",2,10,Young,"Prunussp.
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",3.5,21,Semi-Mature,"Crataeguscrusgallii
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",8.5,44,Semi-Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",1.5,4,Young,"Sorbusintermedia
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",1,6,Young,"Crataegusxprunifolia
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",5,22,Early Mature,"Sorbusintermedia
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",5,24,Semi-Mature,"Malussp.
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",7.5,25,Early Mature,"Alnusincana
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",4.5,20,Early,"Fagussylvatica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",3,18,Early Mature,"Acercampestre
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",8.5,69,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",9.5,62,Mature,"Platanusxhispanica
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",3,9,Early,"Prunussp.
"
"FinchleyChurchEnd(B)
","Beechwood Avenue, Finchley, London                ",3,11,Early,"AmelanchierarboreaRobinHill
"
